Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      20/20          statistics* std::__copy_move_a<true, statistics*, statistics*>(statistics*, statistics*, statistics*) [138]
                0.00    0.00      20/40          cluster_attributes* std::__copy_move_a2<true, cluster_attributes*, cluster_attributes*>(cluster_attributes*, cluster_attributes*, cluster_attributes*) [241]
-----------------------------------------------
                                                 <spontaneous>
[140]    0.0    0.00    0.00                 statistics* std::__niter_wrap<statistics*>(statistics* const&, statistics*) [140]
                0.00    0.00      20/40          statistics* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<statistics>(statistics const*, statistics const*, statistics*) [134]
-----------------------------------------------
                                                 <spontaneous>
[141]    0.0    0.00    0.00                 __gnu_cxx::new_allocator<unsigned long>::new_allocator(__gnu_cxx::new_allocator<unsigned long> const&) [141]
                0.00    0.00      20/40          std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [135]
-----------------------------------------------
[142]    0.0    0.00    0.00  570749+193986  <cycle 4 as a whole> [142]
                0.00    0.00  570749             cluster_attributes* std::__uninitialized_move_if_noexcept_a<cluster_attributes*, cluster_attributes*, std::allocator<cluster_attributes> >(cluster_attributes*, cluster_attributes*, cluster_attributes*, std::allocator<cluster_attributes>&) <cycle 4> [157]
                0.00    0.00  193986             std::vector<cluster_attributes, std::allocator<cluster_attributes> >::_S_do_relocate(cluster_attributes*, cluster_attributes*, cluster_attributes*, std::allocator<cluster_attributes>&, std::integral_constant<bool, true>) <cycle 4> [170]
-----------------------------------------------
                             1147975             dfs_aux(Eigen::Matrix<int, -1, -1, 0, -1, -1>&, std::vector<bool, std::allocator<bool> >&, int, int, int, percolate_tf&, cluster_attributes&, std::vector<int, std::allocator<int> >&) <cycle 5> [2]
                0.00    0.00  133694/2090438     randomly_fill_matrix(Eigen::Matrix<int, -1, -1, 0, -1, -1>&, float, int, std::vector<bool, std::allocator<bool> >&) [22]
                0.00    0.01  327680/2090438     largest_perc_cluster(std::vector<cluster_attributes, std::allocator<cluster_attributes> >) [17]
                0.01    0.03 1609349/2090438     std::operator-(std::_Bit_iterator_base const&, std::_Bit_iterator_base const&) [3]
[149]    0.0    0.00    0.00 3218698         Eigen::IOFormat::IOFormat(int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) <cycle 5> [149]
                                   1             void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) <cycle 5> [130]
-----------------------------------------------
                              909719             Eigen::PlainObjectBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> >::PlainObjectBase() <cycle 2> [153]
                0.00    0.00      20/3145460     Eigen::internal::checkTransposeAliasing_impl<Eigen::Matrix<int, -1, -1, 0, -1, -1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> >, false>::run(Eigen::Matrix<int, -1, -1, 0, -1, -1> const&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > const&) [62]
                0.00    0.00      20/3145460     Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > >::evaluator(Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > const&) [63]
                0.00    0.00   16513/3145460     std::ostream& Eigen::internal::print_matrix<Eigen::Matrix<int, -1, -1, 0, -1, -1> >(std::ostream&, Eigen::Matrix<int, -1, -1, 0, -1, -1> const&, Eigen::IOFormat const&) [38]
                0.00    0.00  133694/3145460     randomly_fill_matrix(Eigen::Matrix<int, -1, -1, 0, -1, -1>&, float, int, std::vector<bool, std::allocator<bool> >&) [22]
                0.00    0.00  193986/3145460     dfs(Eigen::Matrix<int, -1, -1, 0, -1, -1>&, std::vector<bool, std::allocator<bool> >&, percolate_tf&, std::vector<cluster_attributes, std::allocator<cluster_attributes> >&) [16]
                0.00    0.00  332860/3145460     cluster_series_generate(int, unsigned int, float, std::vector<cluster_attributes, std::allocator<cluster_attributes> >&, double*) [13]
                0.01    0.00 1558668/3145460     dfs_aux(Eigen::Matrix<int, -1, -1, 0, -1, -1>&, std::vector<bool, std::allocator<bool> >&, int, int, int, percolate_tf&, cluster_attributes&, std::vector<int, std::allocator<int> >&) <cycle 5> [2]
[150]    0.0    0.00    0.00 3145480         std::vector<bool, std::allocator<bool> >::swap(std::vector<bool, std::allocator<bool> >&) <cycle 2> [150]
                0.00    0.00      20/20          std::_Bvector_base<std::allocator<bool> >::_M_get_Bit_allocator() [271]
                             3145460             std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) <cycle 2> [11]
-----------------------------------------------
                0.00    0.00       1/3016163     void std::vector<statistics, std::allocator<statistics> >::_M_realloc_insert<statistics const&>(__gnu_cxx::__normal_iterator<statistics*, std::vector<statistics, std::allocator<statistics> > >, statistics const&) <cycle 3> [65]
                0.00    0.00   32768/3016163     std::ostream& Eigen::internal::print_matrix<Eigen::Matrix<int, -1, -1, 0, -1, -1> >(std::ostream&, Eigen::Matrix<int, -1, -1, 0, -1, -1> const&, Eigen::IOFormat const&) [38]
                0.00    0.00  581978/3016163     std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [108]
                0.00    0.00  909719/3016163     Eigen::PlainObjectBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> >::PlainObjectBase() <cycle 2> [153]
                0.00    0.00 1491697/3016163     __gnu_cxx::__normal_iterator<cluster_attributes*, std::vector<cluster_attributes, std::allocator<cluster_attributes> > >::base() const [12]
[151]    0.0    0.00    0.00 3016163         std::vector<statistics, std::allocator<statistics> >::_S_relocate(statistics*, statistics*, statistics*, std::allocator<statistics>&) [151]
-----------------------------------------------
                0.00    0.00      20/1163996     std::move_iterator<statistics*>::base() const [389]
                0.00    0.00      20/1163996     cluster_attributes* std::__copy_move_a<true, cluster_attributes*, cluster_attributes*>(cluster_attributes*, cluster_attributes*, cluster_attributes*) [240]
                0.00    0.00  581978/1163996     Eigen::DenseBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> >::setConstant(int const&) [14]
                0.00    0.00  581978/1163996     float std::generate_canonical<float, 24ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [109]
[152]    0.0    0.00    0.00 1163996         std::ios_base::setf(std::_Ios_Fmtflags) [152]
-----------------------------------------------
                                  20             std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) <cycle 2> [11]
                0.00    0.00  327741/3145460     Eigen::Matrix<int, -1, -1, 0, -1, -1>::Matrix<unsigned int, unsigned int>(unsigned int const&, unsigned int const&) [28]
                0.00    0.00  581958/3145460     std::uniform_real_distribution<float>::uniform_real_distribution(float, float) [25]
[153]    0.0    0.00    0.00  909719         Eigen::PlainObjectBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> >::PlainObjectBase() <cycle 2> [153]
                0.00    0.00  909719/3016163     std::vector<statistics, std::allocator<statistics> >::_S_relocate(statistics*, statistics*, statistics*, std::allocator<statistics>&) [151]
                              909719             std::vector<bool, std::allocator<bool> >::swap(std::vector<bool, std::allocator<bool> >&) <cycle 2> [150]
-----------------------------------------------
                0.00    0.00      20/614786      void std::allocator_traits<std::allocator<statistics> >::destroy<statistics>(std::allocator<statistics>&, statistics*) [274]
                0.00    0.00      20/614786      Eigen::DenseStorage<int, -1, -1, -1, 0>::DenseStorage() [322]
                0.00    0.00   32768/614786      statistics* std::__uninitialized_move_if_noexcept_a<statistics*, statistics*, std::allocator<statistics> >(statistics*, statistics*, statistics*, std::allocator<statistics>&) [41]
                0.00    0.00  581978/614786      void Eigen::internal::call_assignment<Eigen::Matrix<int, -1, -1, 0, -1, -1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > >(Eigen::Matrix<int, -1, -1, 0, -1, -1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > const&) [156]
[154]    0.0    0.00    0.00  614786         std::vector<statistics, std::allocator<statistics> >::_S_do_relocate(statistics*, statistics*, statistics*, std::allocator<statistics>&, std::integral_constant<bool, true>) [154]
-----------------------------------------------
                0.00    0.00      20/594498      std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [277]
                0.00    0.00      20/594498      Eigen::internal::scalar_constant_op<int>::scalar_constant_op(int const&) [330]
                0.00    0.00      40/594498      std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) <cycle 2> [11]
                0.00    0.00   12460/594498      std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<unsigned long*> >, std::is_move_constructible<unsigned long*>, std::is_move_assignable<unsigned long*> >::value, void>::type std::swap<unsigned long*>(unsigned long*&, unsigned long*&) [463]
                0.00    0.00  581958/594498      float std::uniform_real_distribution<float>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<float>::param_type const&) [5]
[155]    0.0    0.00    0.00  594498         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_M_reset() [155]
                0.00    0.00   12460/12460       std::allocator<unsigned long>::allocator(std::allocator<unsigned long> const&) [194]
-----------------------------------------------
                0.00    0.00  581978/581978      float std::generate_canonical<float, 24ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [109]
[156]    0.0    0.00    0.00  581978         void Eigen::internal::call_assignment<Eigen::Matrix<int, -1, -1, 0, -1, -1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > >(Eigen::Matrix<int, -1, -1, 0, -1, -1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > const&) [156]
                0.00    0.00  581978/614786      std::vector<statistics, std::allocator<statistics> >::_S_do_relocate(statistics*, statistics*, statistics*, std::allocator<statistics>&, std::integral_constant<bool, true>) [154]
-----------------------------------------------
                              184143             std::vector<cluster_attributes, std::allocator<cluster_attributes> >::_S_do_relocate(cluster_attributes*, cluster_attributes*, cluster_attributes*, std::allocator<cluster_attributes>&, std::integral_constant<bool, true>) <cycle 4> [170]
                0.00    0.00    8477/570749      std::vector<bool, std::allocator<bool> >::begin() const [398]
                0.00    0.00    8477/570749      void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [419]
                0.00    0.00    9843/570749      void std::vector<cluster_attributes, std::allocator<cluster_attributes> >::_M_realloc_insert<cluster_attributes const&>(__gnu_cxx::__normal_iterator<cluster_attributes*, std::vector<cluster_attributes, std::allocator<cluster_attributes> > >, cluster_attributes const&) [29]
                0.00    0.00  175666/570749      std::vector<bool, std::allocator<bool> >::end() const [396]
                0.00    0.00  184143/570749      void std::allocator_traits<std::allocator<cluster_attributes> >::destroy<cluster_attributes>(std::allocator<cluster_attributes>&, cluster_attributes*) [171]
[157]    0.0    0.00    0.00  570749         cluster_attributes* std::__uninitialized_move_if_noexcept_a<cluster_attributes*, cluster_attributes*, std::allocator<cluster_attributes> >(cluster_attributes*, cluster_attributes*, cluster_attributes*, std::allocator<cluster_attributes>&) <cycle 4> [157]
                                9843             std::vector<cluster_attributes, std::allocator<cluster_attributes> >::_S_do_relocate(cluster_attributes*, cluster_attributes*, cluster_attributes*, std::allocator<cluster_attributes>&, std::integral_constant<bool, true>) <cycle 4> [170]
-----------------------------------------------
                0.00    0.00    8477/442932      std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data const&) [198]
                0.00    0.00    9843/442932      void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [197]
                0.00    0.00   18320/442932      std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [128]
                0.00    0.00  193986/442932      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [9]
                0.00    0.00  212306/442932      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [168]
[158]    0.0    0.00    0.00  442932         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [158]
-----------------------------------------------
                0.00    0.00  386469/386469      std::vector<cluster_attributes, std::allocator<cluster_attributes> >::push_back(cluster_attributes const&) [27]
[159]    0.0    0.00    0.00  386469         std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [159]
-----------------------------------------------
                0.00    0.00  368286/368286      std::vector<int, std::allocator<int> >::swap(std::vector<int, std::allocator<int> >&) [305]
[160]    0.0    0.00    0.00  368286         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_on_swap(std::allocator<int>&, std::allocator<int>&) [160]
-----------------------------------------------
                0.00    0.00      12/364742      std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [295]
                0.00    0.00     410/364742      int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [201]
                0.00    0.00   36640/364742      std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [108]
                0.00    0.00  327680/364742      Eigen::Matrix<int, -1, -1, 0, -1, -1>& Eigen::PlainObjectBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> >::_set<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > >(Eigen::DenseBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > > const&) [323]
[161]    0.0    0.00    0.00  364742         Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > const Eigen::DenseBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> >::NullaryExpr<Eigen::internal::scalar_constant_op<int> >(long, long, Eigen::internal::scalar_constant_op<int> const&) [161]
-----------------------------------------------
                0.00    0.00  327680/327680      Eigen::Matrix<int, -1, -1, 0, -1, -1>& Eigen::PlainObjectBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> >::_set<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > >(Eigen::DenseBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > > const&) [323]
[162]    0.0    0.00    0.00  327680         Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> >::CwiseNullaryOp(long, long, Eigen::internal::scalar_constant_op<int> const&) [162]
                0.00    0.00     540/540         statistics* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<statistics*>, statistics*>(std::move_iterator<statistics*>, std::move_iterator<statistics*>, statistics*) [203]
                0.00    0.00      40/100         std::enable_if<std::__is_bitwise_relocatable<statistics, void>::value, statistics*>::type std::__relocate_a_1<statistics, statistics>(statistics*, statistics*, statistics*, std::allocator<statistics>&) [217]
-----------------------------------------------
                0.00    0.00  327680/327680      std::uniform_real_distribution<float>::param_type::param_type(float, float) [165]
[163]    0.0    0.00    0.00  327680         Eigen::EigenBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> >::derived() [163]
-----------------------------------------------
                0.00    0.00  327680/327680      randomly_fill_matrix(Eigen::Matrix<int, -1, -1, 0, -1, -1>&, float, int, std::vector<bool, std::allocator<bool> >&) [22]
[164]    0.0    0.00    0.00  327680         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [164]
                0.00    0.00  327680/327680      std::uniform_real_distribution<float>::param_type::param_type(float, float) [165]
-----------------------------------------------
                0.00    0.00  327680/327680      std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [164]
[165]    0.0    0.00    0.00  327680         std::uniform_real_distribution<float>::param_type::param_type(float, float) [165]
                0.00    0.00  327680/327680      Eigen::EigenBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> >::derived() [163]
                0.00    0.00  327680/327680      unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [166]
-----------------------------------------------
                0.00    0.00  327680/327680      std::uniform_real_distribution<float>::param_type::param_type(float, float) [165]
[166]    0.0    0.00    0.00  327680         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [166]
-----------------------------------------------
                0.00    0.00   81920/245760      Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> >::functor() const [368]
                0.00    0.00   81920/245760      Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> >::rows() const [367]
                0.00    0.00   81920/245760      Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> >::cols() const [366]
[167]    0.0    0.00    0.00  245760         void Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<int, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > >, Eigen::internal::assign_op<int, int>, 0>::assignPacket<16, 16, long long __vector(2)>(long) [167]
                0.00    0.00   81920/81920       long long __vector(2) Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > >::packet<16, long long __vector(2), long>(long) const [176]
-----------------------------------------------
                0.00    0.00    8477/212306      std::vector<bool, std::allocator<bool> >::begin() const [398]
                0.00    0.00    9843/212306      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [407]
                0.00    0.00  193986/212306      std::vector<int, std::allocator<int> >::~vector() [7]
[168]    0.0    0.00    0.00  212306         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [168]
                0.00    0.00  212306/442932      std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [158]
                0.00    0.00   36640/73280       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [178]
-----------------------------------------------
                0.00    0.00  193986/193986      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [9]
[169]    0.0    0.00    0.00  193986         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [169]
-----------------------------------------------
                                9843             cluster_attributes* std::__uninitialized_move_if_noexcept_a<cluster_attributes*, cluster_attributes*, std::allocator<cluster_attributes> >(cluster_attributes*, cluster_attributes*, cluster_attributes*, std::allocator<cluster_attributes>&) <cycle 4> [157]
                0.00    0.00  184143/570749      std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data const&) [198]
[170]    0.0    0.00    0.00  193986         std::vector<cluster_attributes, std::allocator<cluster_attributes> >::_S_do_relocate(cluster_attributes*, cluster_attributes*, cluster_attributes*, std::allocator<cluster_attributes>&, std::integral_constant<bool, true>) <cycle 4> [170]
                              184143             cluster_attributes* std::__uninitialized_move_if_noexcept_a<cluster_attributes*, cluster_attributes*, std::allocator<cluster_attributes> >(cluster_attributes*, cluster_attributes*, cluster_attributes*, std::allocator<cluster_attributes>&) <cycle 4> [157]
-----------------------------------------------
                0.00    0.00    8477/184143      void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [419]
                0.00    0.00  175666/184143      std::vector<bool, std::allocator<bool> >::end() const [396]
[171]    0.0    0.00    0.00  184143         void std::allocator_traits<std::allocator<cluster_attributes> >::destroy<cluster_attributes>(std::allocator<cluster_attributes>&, cluster_attributes*) [171]
                0.00    0.00  184143/570749      cluster_attributes* std::__uninitialized_move_if_noexcept_a<cluster_attributes*, cluster_attributes*, std::allocator<cluster_attributes> >(cluster_attributes*, cluster_attributes*, cluster_attributes*, std::allocator<cluster_attributes>&) <cycle 4> [157]
-----------------------------------------------
                0.00    0.00    9843/133704      std::vector<int, std::allocator<int> >::size() const [48]
                0.00    0.00    9843/133704      std::vector<cluster_attributes, std::allocator<cluster_attributes> >::push_back(cluster_attributes const&) [27]
                0.00    0.00   19686/133704      Eigen::DenseCoeffsBase<Eigen::Matrix<int, -1, -1, 0, -1, -1>, 1>::operator()(long, long) [26]
                0.00    0.00   25431/133704      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) <cycle 5> [130]
                0.00    0.00   29529/133704      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [9]
                0.00    0.00   39372/133704      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [36]
[172]    0.0    0.00    0.00  133704         Eigen::DenseCoeffsBase<Eigen::Matrix<int, -1, -1, 0, -1, -1>, 1>::coeffRef(long, long) [172]
                0.00    0.00   18320/38006       std::uniform_real_distribution<float>::param_type::b() const [180]
-----------------------------------------------
                0.00    0.00   81920/81920       void Eigen::internal::unaligned_dense_assignment_loop<false>::run<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<int, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > >, Eigen::internal::assign_op<int, int>, 0> >(Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<int, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > >, Eigen::internal::assign_op<int, int>, 0>&, long, long) [336]
[173]    0.0    0.00    0.00   81920         Eigen::internal::aligned_malloc(unsigned long) [173]
-----------------------------------------------
                0.00    0.00   81920/81920       Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<int, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > >, Eigen::internal::assign_op<int, int>, 0>::assignCoeff(long) [175]
[174]    0.0    0.00    0.00   81920         Eigen::internal::throw_std_bad_alloc() [174]
-----------------------------------------------
                0.00    0.00   81920/81920       void Eigen::internal::assign_op<int, int>::assignPacket<16, long long __vector(2)>(int*, long long __vector(2) const&) const [375]
[175]    0.0    0.00    0.00   81920         Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<int, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > >, Eigen::internal::assign_op<int, int>, 0>::assignCoeff(long) [175]
                0.00    0.00   81920/81920       Eigen::internal::throw_std_bad_alloc() [174]
-----------------------------------------------
                0.00    0.00   81920/81920       void Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<int, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > >, Eigen::internal::assign_op<int, int>, 0>::assignPacket<16, 16, long long __vector(2)>(long) [167]
[176]    0.0    0.00    0.00   81920         long long __vector(2) Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > >::packet<16, long long __vector(2), long>(long) const [176]
-----------------------------------------------
                0.00    0.00   16954/73280       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) <cycle 5> [130]
                0.00    0.00   19686/73280       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [9]
                0.00    0.00   36640/73280       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [128]
[177]    0.0    0.00    0.00   73280         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [177]
-----------------------------------------------
